Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered
2020-08-28,Nusa Tenggara Timur,2,0,1,1,176,2,156
2020-08-28,Papua,26,0,53,-27,3735,43,3098
2020-08-28,Papua Barat,6,0,7,-1,726,12,563
2020-08-28,Riau,66,5,43,18,1526,30,911
2020-08-28,Sulawesi Barat,16,0,13,3,384,7,261
2020-08-28,Sulawesi Selatan,89,2,106,-19,11582,356,8968
2020-08-28,Sulawesi Tengah,1,0,5,-4,240,8,218
2020-08-28,Sulawesi Tenggara,49,1,17,31,1499,26,1007
2020-08-28,Sulawesi Utara,34,0,62,-28,3685,156,2605
2020-08-28,Sumatera Barat,26,2,11,13,1890,55,1155
2020-08-28,Sumatera Selatan,57,3,39,15,4305,239,3056
2020-08-28,Sumatera Utara,86,7,133,-54,6627,302,3699
2020-08-29,Aceh,97,6,0,91,1546,54,192
2020-08-29,Bali,88,1,13,74,4985,22,1278
2020-08-29,Banten,61,2,20,39,2788,133,2314
2020-08-29,Bengkulu,3,0,0,3,332,25,173
2020-08-29,DKI Jakarta,861,18,600,243,37941,1183,29906
2020-08-29,Daerah Istimewa Yogyakarta,47,1,21,25,1373,37,970
2020-08-29,Gorontalo,6,2,13,-9,2040,53,1764
2020-08-29,Indonesia,3308,92,1902,1314,169195,7261,122802
2020-08-29,Jambi,0,0,6,-6,302,6,153
2020-08-29,Jawa Barat,297,1,45,251,11615,289,6513
2020-08-29,Jawa Tengah,182,10,90,82,16681,1288,11213
2020-08-29,Jawa Timur,615,24,264,327,32505,2746,25892
2020-08-29,Kalimantan Barat,16,0,31,-15,627,4,540
2020-08-29,Kalimantan Selatan,111,3,149,-41,8192,350,6148
2020-08-29,Kalimantan Tengah,18,1,40,-23,2482,107,1943
2020-08-29,Kalimantan Timur,200,8,42,150,3922,156,2303
2020-08-29,Kalimantan Utara,6,0,1,5,379,2,324
2020-08-29,Kepulauan Bangka Belitung,0,0,3,-3,236,2,218
2020-08-29,Kepulauan Riau,35,2,13,20,902,40,552
2020-08-29,Lampung,4,0,0,4,382,14,321
2020-08-29,Maluku,27,0,2,25,1812,34,1104
2020-08-29,Maluku Utara,0,0,18,-18,1840,65,1581
2020-08-29,Nusa Tenggara Barat,42,0,27,15,2727,156,1993
2020-08-29,Nusa Tenggara Timur,0,0,0,0,176,2,156
2020-08-29,Papua,36,0,20,16,3771,43,3118
2020-08-29,Papua Barat,20,1,0,19,746,13,563
2020-08-29,Riau,79,0,24,55,1605,30,935
2020-08-29,Sulawesi Barat,4,0,2,2,388,7,263
2020-08-29,Sulawesi Selatan,99,2,78,19,11681,358,9046
2020-08-29,Sulawesi Tengah,1,0,0,1,241,8,218
2020-08-29,Sulawesi Tenggara,38,0,0,38,1537,26,1007
2020-08-29,Sulawesi Utara,66,0,49,17,3751,156,2654
2020-08-29,Sumatera Barat,88,0,8,80,1978,55,1163
2020-08-29,Sumatera Selatan,56,11,61,-16,4361,250,3117
2020-08-29,Sumatera Utara,103,6,112,-15,6730,308,3811
2020-08-30,Aceh,54,4,56,-6,1600,58,248
2020-08-30,Bali,89,1,1,87,5074,23,1279
2020-08-30,Banten,45,0,20,25,2833,133,2334
2020-08-30,Bengkulu,11,0,9,2,343,25,182
2020-08-30,DKI Jakarta,1094,9,368,717,39035,1192,30274
2020-08-30,Daerah Istimewa Yogyakarta,24,0,8,16,1397,37,978
2020-08-30,Gorontalo,0,0,5,-5,2040,53,1769
2020-08-30,Indonesia,2858,82,1383,1393,172053,7343,124185
2020-08-30,Jambi,0,0,0,0,302,6,153
2020-08-30,Jawa Barat,96,1,26,69,11711,290,6539
2020-08-30,Jawa Tengah,140,15,94,31,16821,1303,11307
2020-08-30,Jawa Timur,458,34,398,26,32963,2780,26290
2020-08-30,Kalimantan Barat,18,1,0,17,645,5,540
2020-08-30,Kalimantan Selatan,64,2,96,-34,8256,352,6244
2020-08-30,Kalimantan Tengah,25,1,35,-11,2507,108,1978
2020-08-30,Kalimantan Timur,197,4,18,175,4119,160,2321
2020-08-30,Kalimantan Utara,3,0,1,2,382,2,325
2020-08-30,Kepulauan Bangka Belitung,4,0,0,4,240,2,218
2020-08-30,Kepulauan Riau,1,0,0,1,903,40,552
2020-08-30,Lampung,7,0,3,4,389,14,324
2020-08-30,Maluku,20,0,0,20,1832,34,1104
2020-08-30,Maluku Utara,18,1,0,17,1858,66,1581
2020-08-30,Nusa Tenggara Barat,1,1,24,-24,2728,157,2017
2020-08-30,Nusa Tenggara Timur,1,0,0,1,177,2,156
2020-08-30,Papua,25,1,5,19,3796,44,3123
2020-08-30,Papua Barat,6,0,1,5,752,13,564
2020-08-30,Riau,134,0,31,103,1739,30,966
2020-08-30,Sulawesi Barat,5,0,7,-2,393,7,270
2020-08-30,Sulawesi Selatan,60,0,80,-20,11741,358,9126
2020-08-30,Sulawesi Tengah,0,0,1,-1,241,8,219
2020-08-30,Sulawesi Tenggara,27,2,41,-16,1564,28,1048
2020-08-30,Sulawesi Utara,82,1,52,29,3833,157,2706
2020-08-30,Sumatera Barat,90,1,39,50,2068,56,1202
2020-08-30,Sumatera Selatan,40,0,16,24,4401,250,3133
2020-08-30,Sumatera Utara,39,3,102,-66,6769,311,3913
2020-08-31,Aceh,33,2,66,-35,1633,60,314
2020-08-31,Bali,129,2,10,117,5203,25,1289
2020-08-31,Banten,31,2,44,-15,2864,135,2378
2020-08-31,Bengkulu,0,0,4,-4,343,25,186
2020-08-31,DKI Jakarta,1049,14,402,633,40084,1206,30676
2020-08-31,Daerah Istimewa Yogyakarta,28,2,50,-24,1425,39,1028
2020-08-31,Gorontalo,0,1,16,-17,2040,54,1785
2020-08-31,Indonesia,2743,74,1774,895,174796,7417,125959
2020-08-31,Jambi,0,0,7,-7,302,6,160
2020-08-31,Jawa Barat,177,13,117,47,11888,303,6656
2020-08-31,Jawa Tengah,179,9,110,60,17000,1312,11417
2020-08-31,Jawa Timur,315,38,493,-216,33278,2818,26783
2020-08-31,Kalimantan Barat,0,0,17,-17,645,5,557
2020-08-31,Kalimantan Selatan,32,1,42,-11,8288,353,6286
2020-08-31,Kalimantan Tengah,41,0,22,19,2548,108,2000
2020-08-31,Kalimantan Timur,124,1,72,51,4243,161,2393
2020-08-31,Kalimantan Utara,2,0,4,-2,384,2,329
2020-08-31,Kepulauan Bangka Belitung,0,0,6,-6,240,2,224
2020-08-31,Kepulauan Riau,88,1,23,64,991,41,575
2020-08-31,Lampung,6,0,5,1,395,14,329
2020-08-31,Maluku,25,0,56,-31,1857,34,1160
2020-08-31,Maluku Utara,2,0,0,2,1860,66,1581
2020-08-31,Nusa Tenggara Barat,14,2,28,-16,2742,159,2045
2020-08-31,Nusa Tenggara Timur,0,0,0,0,177,2,156
2020-08-31,Papua,0,0,0,0,3796,44,3123
2020-08-31,Papua Barat,55,0,6,49,807,13,570
2020-08-31,Riau,108,4,44,60,1847,34,1010
2020-08-31,Sulawesi Barat,2,0,0,2,395,7,270
2020-08-31,Sulawesi Selatan,105,0,74,31,11846,358,9200
2020-08-31,Sulawesi Tengah,2,0,1,1,243,8,220
2020-08-31,Sulawesi Tenggara,2,2,23,-23,1566,30,1071
2020-08-31,Sulawesi Utara,15,0,36,-21,3848,157,2742
2020-08-31,Sumatera Barat,89,0,27,62,2157,56,1229
2020-08-31,Sumatera Selatan,53,2,26,25,4454,252,3159
2020-08-31,Sumatera Utara,58,3,60,-5,6827,314,3973
2020-09-01,Aceh,16,3,82,-69,1649,63,396
2020-09-01,Bali,160,0,18,142,5363,25,1307
2020-09-01,Banten,29,1,57,-29,2893,136,2435
2020-09-01,Bengkulu,6,0,0,6,349,25,186
2020-09-01,DKI Jakarta,901,17,737,147,40985,1223,31413
2020-09-01,Daerah Istimewa Yogyakarta,20,0,10,10,1445,39,1038
2020-09-01,Gorontalo,34,0,27,7,2074,54,1812
2020-09-01,Indonesia,2775,88,2098,589,177571,7505,128057
2020-09-01,Jambi,0,0,0,0,302,6,160
2020-09-01,Jawa Barat,273,1,75,197,12161,304,6731
2020-09-01,Jawa Tengah,202,14,129,59,17202,1326,11546
2020-09-01,Jawa Timur,351,19,405,-73,33629,2837,27188
2020-09-01,Kalimantan Barat,8,0,0,8,653,5,557
2020-09-01,Kalimantan Selatan,69,1,102,-34,8357,354,6388
2020-09-01,Kalimantan Tengah,37,0,20,17,2585,108,2020
2020-09-01,Kalimantan Timur,61,3,17,41,4304,164,2410
2020-09-01,Kalimantan Utara,8,0,6,2,392,2,335
2020-09-01,Kepulauan Bangka Belitung,0,0,0,0,240,2,224
2020-09-01,Kepulauan Riau,27,0,0,27,1018,41,575
2020-09-01,Lampung,4,2,0,2,399,16,329
2020-09-01,Maluku,43,0,38,5,1900,34,1198
2020-09-01,Maluku Utara,6,0,0,6,1866,66,1581
2020-09-01,Nusa Tenggara Barat,16,3,28,-15,2758,162,2073
2020-09-01,Nusa Tenggara Timur,2,0,0,2,179,2,156
2020-09-01,Papua,66,1,25,40,3862,45,3148
2020-09-01,Papua Barat,24,2,23,-1,831,15,593
2020-09-01,Riau,81,1,19,61,1928,35,1029
2020-09-01,Sulawesi Barat,1,0,7,-6,396,7,277
2020-09-01,Sulawesi Selatan,79,0,74,5,11925,358,9274
2020-09-01,Sulawesi Tengah,1,0,0,1,244,8,220
2020-09-01,Sulawesi Tenggara,42,1,15,26,1608,31,1086
2020-09-01,Sulawesi Utara,45,0,33,12,3893,157,2775
2020-09-01,Sumatera Barat,83,0,19,64,2240,56,1248
2020-09-01,Sumatera Selatan,32,2,65,-35,4486,254,3224
2020-09-01,Sumatera Utara,115,4,99,12,6942,318,4072
2020-09-02,Aceh,48,3,1,44,1697,66,397
2020-09-02,Bali,169,2,14,153,5532,27,1321
2020-09-02,Banten,70,0,30,40,2963,136,2465
2020-09-02,Bengkulu,4,0,0,4,353,25,186
2020-09-02,DKI Jakarta,1054,17,479,558,42039,1240,31892
2020-09-02,Daerah Istimewa Yogyakarta,29,2,25,2,1474,41,1063
2020-09-02,Gorontalo,15,0,17,-2,2089,54,1829
2020-09-02,Indonesia,3075,111,1914,1050,180646,7616,129971
2020-09-02,Jambi,1,0,0,1,303,6,160
2020-09-02,Jawa Barat,192,3,169,20,12353,307,6900
2020-09-02,Jawa Tengah,266,32,370,-136,17468,1358,11916
2020-09-02,Jawa Timur,359,17,360,-18,33988,2854,27548
2020-09-02,Kalimantan Barat,6,0,21,-15,659,5,578
2020-09-02,Kalimantan Selatan,59,4,105,-50,8416,358,6493
2020-09-02,Kalimantan Tengah,0,0,0,0,2585,108,2020
2020-09-02,Kalimantan Timur,72,1,68,3,4376,165,2478
2020-09-02,Kalimantan Utara,4,0,1,3,396,2,336
2020-09-02,Kepulauan Bangka Belitung,0,0,1,-1,240,2,225
2020-09-02,Kepulauan Riau,47,0,6,41,1065,41,581
2020-09-02,Lampung,11,0,5,6,410,16,334
2020-09-02,Maluku,10,1,10,-1,1910,35,1208
2020-09-02,Maluku Utara,5,0,0,5,1871,66,1581
2020-09-02,Nusa Tenggara Barat,14,0,29,-15,2772,162,2102
2020-09-02,Nusa Tenggara Timur,12,0,3,9,191,2,159
2020-09-02,Papua,11,0,21,-10,3873,45,3169
2020-09-02,Papua Barat,5,0,6,-1,836,15,599
2020-09-02,Riau,107,1,10,96,2035,36,1039
2020-09-02,Sulawesi Barat,0,0,1,-1,396,7,278
2020-09-02,Sulawesi Selatan,130,4,91,35,12055,362,9365
2020-09-02,Sulawesi Tengah,1,1,0,0,245,9,220
2020-09-02,Sulawesi Tenggara,15,1,5,9,1623,32,1091
2020-09-02,Sulawesi Utara,14,1,51,-38,3907,158,2826
2020-09-02,Sumatera Barat,88,0,66,22,2328,56,1314
2020-09-02,Sumatera Selatan,34,6,23,5,4520,260,3247
2020-09-02,Sumatera Utara,182,2,105,75,7124,320,4177
2020-09-03,Aceh,97,3,8,86,1794,69,405
2020-09-03,Bali,174,1,19,154,5706,28,1340
2020-09-03,Banten,33,3,100,-70,2996,139,2565
2020-09-03,Bengkulu,8,0,0,8,361,25,186
2020-09-03,DKI Jakarta,1359,15,702,642,43398,1255,32594
2020-09-03,Daerah Istimewa Yogyakarta,33,2,14,17,1507,43,1077
2020-09-03,Gorontalo,61,1,16,44,2150,55,1845
2020-09-03,Indonesia,3622,134,2084,1404,184268,7750,132055
2020-09-03,Jambi,0,0,1,-1,303,6,161
2020-09-03,Jawa Barat,214,6,81,127,12567,313,6981
2020-09-03,Jawa Tengah,242,18,141,83,17710,1376,12057
2020-09-03,Jawa Timur,371,34,331,6,34359,2888,27879
2020-09-03,Kalimantan Barat,15,0,10,5,674,5,588
2020-09-03,Kalimantan Selatan,111,4,139,-32,8527,362,6632
2020-09-03,Kalimantan Tengah,51,1,85,-35,2636,109,2105
2020-09-03,Kalimantan Timur,157,27,77,53,4533,192,2555
2020-09-03,Kalimantan Utara,26,0,15,11,422,2,351
2020-09-03,Kepulauan Bangka Belitung,1,0,2,-1,241,2,227
2020-09-03,Kepulauan Riau,37,0,8,29,1102,41,589
2020-09-03,Lampung,14,1,2,11,424,17,336
2020-09-03,Maluku,51,0,17,34,1961,35,1225
2020-09-03,Maluku Utara,7,0,0,7,1878,66,1581
2020-09-03,Nusa Tenggara Barat,14,0,12,2,2786,162,2114
2020-09-03,Nusa Tenggara Timur,9,0,4,5,200,2,163
2020-09-03,Papua,28,1,0,27,3901,46,3169
2020-09-03,Papua Barat,25,0,1,24,861,15,600
2020-09-03,Riau,107,1,27,79,2142,37,1066
2020-09-03,Sulawesi Barat,6,0,2,4,402,7,280
2020-09-03,Sulawesi Selatan,57,3,88,-34,12112,365,9453
2020-09-03,Sulawesi Tengah,4,2,1,1,249,11,221
2020-09-03,Sulawesi Tenggara,6,3,8,-5,1629,35,1099
2020-09-03,Sulawesi Utara,34,1,35,-2,3941,159,2861
2020-09-03,Sumatera Barat,44,0,21,23,2372,56,1335
2020-09-03,Sumatera Selatan,63,2,37,24,4583,262,3284
2020-09-03,Sumatera Utara,141,3,111,27,7265,323,4288
2020-09-04,Aceh,90,3,31,56,1884,72,436
2020-09-04,Bali,196,1,7,188,5902,29,1347
2020-09-04,Banten,23,0,49,-26,3019,139,2614
2020-09-04,Bengkulu,3,0,0,3,364,25,186
2020-09-04,DKI Jakarta,880,6,823,51,44278,1261,33417
2020-09-04,Daerah Istimewa Yogyakarta,18,1,21,-4,1525,44,1098
2020-09-04,Gorontalo,9,0,6,3,2159,55,1851
2020-09-04,Indonesia,3269,82,2126,1061,187537,7832,134181
2020-09-04,Jambi,1,0,13,-12,304,6,174
2020-09-04,Jawa Barat,412,2,104,306,12979,315,7085
2020-09-04,Jawa Tengah,191,5,120,66,17901,1381,12177
2020-09-04,Jawa Timur,330,43,347,-60,34689,2931,28226
2020-09-04,Kalimantan Barat,11,0,12,-1,685,5,600
2020-09-04,Kalimantan Selatan,49,0,37,12,8576,362,6669
2020-09-04,Kalimantan Tengah,53,1,90,-38,2689,110,2195
2020-09-04,Kalimantan Timur,279,8,89,182,4812,200,2644
2020-09-04,Kalimantan Utara,4,0,5,-1,426,2,356
2020-09-04,Kepulauan Bangka Belitung,2,0,2,0,243,2,229
2020-09-04,Kepulauan Riau,65,0,9,56,1167,41,598
2020-09-04,Lampung,4,0,2,2,428,17,338
2020-09-04,Maluku,43,0,25,18,2004,35,1250
2020-09-04,Maluku Utara,9,0,0,9,1887,66,1581
2020-09-04,Nusa Tenggara Barat,9,3,14,-8,2795,165,2128
2020-09-04,Nusa Tenggara Timur,2,0,0,2,202,2,163
2020-09-04,Papua,72,1,18,53,3973,47,3187
2020-09-04,Papua Barat,27,0,5,22,888,15,605
2020-09-04,Riau,130,5,53,72,2272,42,1119
2020-09-04,Sulawesi Barat,0,0,3,-3,402,7,283
2020-09-04,Sulawesi Selatan,85,1,63,21,12197,366,9516
2020-09-04,Sulawesi Tengah,0,0,1,-1,249,11,222
2020-09-04,Sulawesi Tenggara,28,0,8,20,1657,35,1107
2020-09-04,Sulawesi Utara,30,0,40,-10,3971,159,2901
2020-09-04,Sumatera Barat,65,3,70,-8,2437,59,1405
2020-09-04,Sumatera Selatan,35,4,36,-5,4618,266,3320
2020-09-04,Sumatera Utara,125,4,55,66,7390,327,4343
2020-09-05,Aceh,61,1,0,60,1945,73,436
2020-09-05,Bali,165,3,12,150,6067,32,1359
2020-09-05,Banten,49,1,39,9,3068,140,2653
2020-09-05,Bengkulu,5,1,1,3,369,26,187
2020-09-05,DKI Jakarta,877,14,731,132,45155,1275,34148
2020-09-05,Daerah Istimewa Yogyakarta,21,1,20,0,1546,45,1118
2020-09-05,Gorontalo,22,4,20,-2,2181,59,1871
2020-09-05,Indonesia,3128,108,2220,800,190665,7940,136401
2020-09-05,Jambi,0,0,11,-11,304,6,185
2020-09-05,Jawa Barat,232,1,69,162,13211,316,7154
2020-09-05,Jawa Tengah,261,10,282,-31,18162,1391,12459
2020-09-05,Jawa Timur,322,26,336,-40,35011,2957,28562
2020-09-05,Kalimantan Barat,6,1,14,-9,691,6,614
2020-09-05,Kalimantan Selatan,81,6,37,38,8657,368,6706
2020-09-05,Kalimantan Tengah,0,0,0,0,2689,110,2195
2020-09-05,Kalimantan Timur,128,8,136,-16,4940,208,2780
2020-09-05,Kalimantan Utara,9,0,3,6,435,2,359
2020-09-05,Kepulauan Bangka Belitung,0,0,3,-3,243,2,232
2020-09-05,Kepulauan Riau,17,0,1,16,1184,41,599
2020-09-05,Lampung,12,1,1,10,440,18,339
2020-09-05,Maluku,60,1,18,41,2064,36,1268
2020-09-05,Maluku Utara,0,0,0,0,1887,66,1581
2020-09-05,Nusa Tenggara Barat,33,2,25,6,2828,167,2153
2020-09-05,Nusa Tenggara Timur,2,0,6,-4,204,2,169
2020-09-05,Papua,101,2,69,30,4074,49,3256
2020-09-05,Papua Barat,7,0,16,-9,895,15,621
2020-09-05,Riau,177,0,106,71,2449,42,1225
2020-09-05,Sulawesi Barat,17,0,10,7,419,7,293
2020-09-05,Sulawesi Selatan,151,2,62,87,12348,368,9578
2020-09-05,Sulawesi Tengah,3,0,2,1,252,11,224
2020-09-05,Sulawesi Tenggara,19,1,9,9,1676,36,1116
2020-09-05,Sulawesi Utara,18,0,43,-25,3989,159,2944
2020-09-05,Sumatera Barat,70,0,30,40,2507,59,1435
2020-09-05,Sumatera Selatan,42,9,13,20,4660,275,3333
2020-09-05,Sumatera Utara,162,6,114,42,7552,333,4457
2020-09-06,Aceh,78,2,0,76,2023,75,436
2020-09-06,Bali,141,2,5,134,6208,34,1364
2020-09-06,Banten,85,2,51,32,3153,142,2704
2020-09-06,Bengkulu,22,0,0,22,391,26,187
2020-09-06,DKI Jakarta,1176,10,805,361,46331,1285,34953
2020-09-06,Daerah Istimewa Yogyakarta,11,1,41,-31,1557,46,1159
2020-09-06,Gorontalo,4,0,4,0,2185,59,1875
2020-09-06,Indonesia,3444,85,2174,1185,194109,8025,138575
2020-09-06,Jambi,0,0,0,0,304,6,185
2020-09-06,Jawa Barat,114,1,61,52,13325,317,7215
2020-09-06,Jawa Tengah,233,8,185,40,18395,1399,12644
2020-09-06,Jawa Timur,305,32,391,-118,35316,2989,28953
2020-09-06,Kalimantan Barat,13,0,0,13,704,6,614
2020-09-06,Kalimantan Selatan,103,1,95,7,8760,369,6801
2020-09-06,Kalimantan Tengah,51,1,0,50,2740,111,2195
2020-09-06,Kalimantan Timur,186,7,178,1,5126,215,2958
2020-09-06,Kalimantan Utara,8,0,0,8,443,2,359
2020-09-06,Kepulauan Bangka Belitung,1,0,0,1,244,2,232
2020-09-06,Kepulauan Riau,0,0,0,0,1184,41,599
2020-09-06,Lampung,12,1,6,5,452,19,345
2020-09-06,Maluku,80,1,22,57,2144,37,1290
2020-09-06,Maluku Utara,0,0,0,0,1887,66,1581
2020-09-06,Nusa Tenggara Barat,19,1,21,-3,2847,168,2174
2020-09-06,Nusa Tenggara Timur,2,0,1,1,206,2,170
2020-09-06,Papua,0,0,0,0,4074,49,3256
2020-09-06,Papua Barat,13,2,2,9,908,17,623
2020-09-06,Riau,141,5,29,107,2590,47,1254
2020-09-06,Sulawesi Barat,0,0,6,-6,419,7,299
2020-09-06,Sulawesi Selatan,211,1,49,161,12559,369,9627
2020-09-06,Sulawesi Tengah,0,0,0,0,252,11,224
2020-09-06,Sulawesi Tenggara,29,1,3,25,1705,37,1119
2020-09-06,Sulawesi Utara,12,1,20,-9,4001,160,2964
2020-09-06,Sumatera Barat,244,1,23,220,2751,60,1458
2020-09-06,Sumatera Selatan,15,3,48,-36,4675,278,3381
2020-09-06,Sumatera Utara,81,2,103,-24,7633,335,4560
2020-09-07,Aceh,19,3,0,16,2042,78,436
2020-09-07,Bali,173,3,17,153,6381,37,1381
2020-09-07,Banten,75,1,51,23,3228,143,2755
2020-09-07,Bengkulu,0,0,10,-10,391,26,197
2020-09-07,DKI Jakarta,1046,22,662,362,47377,1307,35615
2020-09-07,Daerah Istimewa Yogyakarta,14,0,32,-18,1571,46,1191
2020-09-07,Gorontalo,15,0,26,-11,2200,59,1901
2020-09-07,Indonesia,2880,105,2077,698,196989,8130,140652
2020-09-07,Jambi,0,0,0,0,304,6,185
2020-09-07,Jawa Barat,206,6,138,62,13531,323,7353
2020-09-07,Jawa Tengah,265,6,163,96,18660,1405,12807
2020-09-07,Jawa Timur,290,26,376,-112,35606,3015,29329
2020-09-07,Kalimantan Barat,0,0,0,0,704,6,614
2020-09-07,Kalimantan Selatan,77,2,49,26,8837,371,6850
2020-09-07,Kalimantan Tengah,67,2,0,65,2807,113,2195
2020-09-07,Kalimantan Timur,62,3,10,49,5188,218,2968
2020-09-07,Kalimantan Utara,5,0,1,4,448,2,360
2020-09-07,Kepulauan Bangka Belitung,0,0,0,0,244,2,232
2020-09-07,Kepulauan Riau,53,2,52,-1,1237,43,651
2020-09-07,Lampung,3,2,0,1,455,21,345
2020-09-07,Maluku,20,0,29,-9,2164,37,1319
2020-09-07,Maluku Utara,9,1,0,8,1896,67,1581
2020-09-07,Nusa Tenggara Barat,8,1,16,-9,2855,169,2190
2020-09-07,Nusa Tenggara Timur,0,1,0,-1,206,3,170
2020-09-07,Papua,74,2,38,34,4148,51,3294
2020-09-07,Papua Barat,32,0,8,24,940,17,631
2020-09-07,Riau,136,2,49,85,2726,49,1303
2020-09-07,Sulawesi Barat,0,0,3,-3,419,7,302
2020-09-07,Sulawesi Selatan,11,1,82,-72,12570,370,9709
2020-09-07,Sulawesi Tengah,0,0,2,-2,252,11,226
2020-09-07,Sulawesi Tenggara,0,0,51,-51,1705,37,1170
2020-09-07,Sulawesi Utara,1,1,52,-52,4002,161,3016
2020-09-07,Sumatera Barat,44,1,57,-14,2795,61,1515
2020-09-07,Sumatera Selatan,70,3,30,37,4745,281,3411
2020-09-07,Sumatera Utara,92,4,93,-5,7725,339,4653
2020-09-08,Aceh,12,2,58,-48,2054,80,494
2020-09-08,Bali,164,2,4,158,6545,39,1385
2020-09-08,Banten,57,2,48,7,3285,145,2803
2020-09-08,Bengkulu,3,0,0,3,394,26,197
2020-09-08,DKI Jakarta,1014,21,931,62,48391,1328,36546
2020-09-08,Daerah Istimewa Yogyakarta,24,1,27,-4,1595,47,1218
2020-09-08,Gorontalo,24,1,11,12,2224,60,1912
2020-09-08,Indonesia,3046,100,2306,640,200035,8230,142958
2020-09-08,Jambi,0,0,0,0,304,6,185
2020-09-08,Jawa Barat,351,5,96,250,13882,328,7449
2020-09-08,Jawa Tengah,242,6,152,84,18902,1411,12959
2020-09-08,Jawa Timur,425,27,348,50,36031,3042,29677
2020-09-08,Kalimantan Barat,7,0,5,2,711,6,619
2020-09-08,Kalimantan Selatan,66,1,38,27,8903,372,6888
2020-09-08,Kalimantan Tengah,0,0,0,0,2807,113,2195
2020-09-08,Kalimantan Timur,87,8,56,23,5275,226,3024
2020-09-08,Kalimantan Utara,7,0,7,0,455,2,367
2020-09-08,Kepulauan Bangka Belitung,7,0,4,3,251,2,236
2020-09-08,Kepulauan Riau,24,1,6,17,1261,44,657
2020-09-08,Lampung,11,0,6,5,466,21,351
2020-09-08,Maluku,42,0,47,-5,2206,37,1366
2020-09-08,Maluku Utara,4,1,0,3,1900,68,1581
2020-09-08,Nusa Tenggara Barat,20,2,19,-1,2875,171,2209
2020-09-08,Nusa Tenggara Timur,3,0,0,3,209,3,170
2020-09-08,Papua,14,0,24,-10,4162,51,3318
2020-09-08,Papua Barat,1,0,3,-2,941,17,634
2020-09-08,Riau,113,3,42,68,2839,52,1345
2020-09-08,Sulawesi Barat,16,0,4,12,435,7,306
2020-09-08,Sulawesi Selatan,50,1,104,-55,12620,371,9813
2020-09-08,Sulawesi Tengah,5,0,0,5,257,11,226
2020-09-08,Sulawesi Tenggara,11,1,23,-13,1716,38,1193
2020-09-08,Sulawesi Utara,21,0,18,3,4023,161,3034
2020-09-08,Sumatera Barat,115,0,53,62,2910,61,1568
2020-09-08,Sumatera Selatan,41,2,32,7,4786,283,3443
2020-09-08,Sumatera Utara,107,3,86,18,7832,342,4739
2020-09-09,Aceh,98,1,9,88,2152,81,503
2020-09-09,Bali,173,1,12,160,6718,40,1397
2020-09-09,Banten,37,5,53,-21,3322,150,2856
2020-09-09,Bengkulu,3,0,5,-2,397,26,202
2020-09-09,DKI Jakarta,1004,17,844,143,49395,1345,37390
2020-09-09,Daerah Istimewa Yogyakarta,50,1,52,-3,1645,48,1270
2020-09-09,Gorontalo,16,0,7,9,2240,60,1919
2020-09-09,Indonesia,3307,106,2242,959,203342,8336,145200
2020-09-09,Jambi,4,0,6,-2,308,6,191
2020-09-09,Jawa Barat,322,7,80,235,14204,335,7529
2020-09-09,Jawa Tengah,283,11,165,107,19185,1422,13124
2020-09-09,Jawa Timur,356,38,391,-73,36387,3080,30068
2020-09-09,Kalimantan Barat,12,0,2,10,723,6,621
2020-09-09,Kalimantan Selatan,99,1,106,-8,9002,373,6994
2020-09-09,Kalimantan Tengah,44,1,14,29,2851,114,2209
2020-09-09,Kalimantan Timur,80,2,97,-19,5355,228,3121
2020-09-09,Kalimantan Utara,1,0,1,0,456,2,368
2020-09-09,Kepulauan Bangka Belitung,2,0,0,2,253,2,236
2020-09-09,Kepulauan Riau,52,0,1,51,1313,44,658
2020-09-09,Lampung,22,1,10,11,488,22,361
2020-09-09,Maluku,21,0,11,10,2227,37,1377
2020-09-09,Maluku Utara,10,2,0,8,1910,70,1581
2020-09-09,Nusa Tenggara Barat,15,0,25,-10,2890,171,2234
2020-09-09,Nusa Tenggara Timur,4,1,0,3,213,4,170
2020-09-09,Papua,0,0,0,0,4162,51,3318
2020-09-09,Papua Barat,18,0,12,6,959,17,646
2020-09-09,Riau,141,3,82,56,2980,55,1427
2020-09-09,Sulawesi Barat,15,0,12,3,450,7,318
2020-09-09,Sulawesi Selatan,146,1,40,105,12766,372,9853
2020-09-09,Sulawesi Tengah,4,0,2,2,261,11,228
2020-09-09,Sulawesi Tenggara,24,1,29,-6,1740,39,1222
2020-09-09,Sulawesi Utara,22,0,24,-2,4045,161,3058
2020-09-09,Sumatera Barat,110,2,65,43,3020,63,1633
2020-09-09,Sumatera Selatan,38,5,27,6,4824,288,3470
2020-09-09,Sumatera Utara,132,1,91,40,7964,343,4830
2020-09-10,Aceh,106,2,1,103,2258,83,504
2020-09-10,Bali,111,2,11,98,6829,42,1408
2020-09-10,Banten,42,5,66,-29,3364,155,2922
2020-09-10,Bengkulu,3,1,8,-6,400,27,210
2020-09-10,DKI Jakarta,1274,17,1008,249,50669,1362,38398
2020-09-10,Daerah Istimewa Yogyakarta,50,1,30,19,1695,49,1300
2020-09-10,Gorontalo,28,1,28,-1,2268,61,1947
2020-09-10,Indonesia,3861,120,2310,1431,207203,8456,147510
2020-09-10,Jambi,1,1,25,-25,309,7,216
